Count,Word,Description
2,council,n.理事会,委员会,议事机构
2,frost,n.霜,霜冻,严寒
2,furnace,n.炉子,熔炉
2,locomotive,n.机车,火车头 a.运动的,移动的,运载的
2,moss,n.苔,藓,地衣
2,stove,n.炉子,火炉
1,Catholic,a.天主教的 n.天主教徒
1,abdomen,n.腹，下腹(胸部到腿部的部分)
1,acre,n.英亩；田地；地产
1,anecdote,n.轶事，趣闻，短故事
1,barrel,n.桶;枪管,炮管
1,broad,a.宽的,广阔的;广大的;宽宏的,豁达的
1,cautious,a.(of)小心的,谨慎的
1,chairman,n.主席,议长,会长,董事长
1,constant,a.固定的，持续的,忠实的 n.常数,恒量
1,continent,n.大陆,洲
1,contrary,a.(to)相反的,矛盾的 n.反对,矛盾;相反
1,cottage,n.村舍,小屋,别墅
1,cunning,a./n.狡猾(的),狡诈(的)
1,dam,n.水坝,水闸
1,deck,n.甲板
1,enclosure,n.围住,圈起,封入,附件
1,equator,n.赤道
1,estimate,v./n.估计,估价;评估
1,facility,n.灵巧,熟练;(pl.)设备,设施,便利条件
1,flavor,n.(flavour)情味;风味;滋味 v.给…调味
1,foster,vt.养育;收养;怀抱;鼓励 a.收养的 n.养育者
1,gaol,n.(jail)监狱；(不加冠词)监禁 vt.使…坐牢
1,genuine,a.真正的,名副其实的
1,glue,n.胶,胶水 v.胶合,粘贴
1,handkerchief,n.手帕
1,hostile,a.敌对的,敌方的,敌意的
1,hum,v.哼曲子；发嗡嗡声；忙碌n.嗡嗡声，嘈杂声
1,irritate,vt.激怒,恼火,使急躁
1,massacre,vt.残杀,集体屠杀 n.残杀,大屠杀
1,medieval,a.中世纪的,中古(时代)的,老式的,原始的
1,mineral,n.矿物,矿石 a.矿物的,矿质的
1,monument,n.纪念碑,纪念馆,遗迹,不朽的业绩
1,nephew,n.侄子,外甥
1,notable,n.值得注意的,显著的,著名的
1,nuisance,n.讨厌的人(或东西);麻烦事
1,oblige,v.强迫,迫使;责成;(使)感激,施恩于
1,opt,vi.抉择，选择
1,organ,n.器官;机构,机关;风琴
1,overall,a.全面的,综合的 n.(pl.)(套头)工作服
1,parliament,n.国会,议会
1,pebble,n.卵石
1,penetrate,v.穿过,渗入,看穿
1,pinch,v.捏,掐,拧;收缩;紧急关头;匮乏;压力
1,plead,v.恳求,请求;为…辩护;提出…为理由
1,preach,v.宣讲(教义),布道;竭力鼓吹,宣传;说教
1,promote,v.促进,发扬;提升,提拔;增进,助长
1,pronounce,v.发…的音;宣布,宣判
1,rash,a.轻率的,鲁莽的 n.皮疹
1,rational,a.理性的,合理的
1,recede,v.退回,后退;收回,撤回;跌落,缩减,贬值
1,reckon,v.计算,总计,估计,猜想,依赖
1,recur,v.(尤指不好的事)一再发生；重现
1,reed,n.芦苇,苇丛;芦笛,牧笛
1,refute,v.反驳,驳斥
1,shorthand,n.速记
1,sip,v.小口地喝，抿，呷n.一小口的量
1,strike,n./vi.罢工 vt.打，击；攻击；给…深刻印象
1,strive,v.奋斗,努力
1,summit,n.顶，最高点；颠峰，高峰；最高级会议
1,surplus,n.过剩,剩余；余款,余额 a.过剩的,剩余的
1,suspicious,a.(of)可疑的,多疑的,疑心的
1,temptation,n.引诱，诱惑；诱惑物
1,utmost,a.最远的;极度的 n.极限,极度,最大可能
1,versus,prep.(vs.)…对…(在诉讼,比赛等);与…相对
1,volleyball,n.排球
1,whip,n.鞭子;车夫 v.鞭打,抽打;突然移动
